DT_AudioSettings/SFXVolume_DisplayDescription	This will determine the volume of environmental and action sounds, for the most part.. Some enemy vocalizations are considered sounds and not NPC Dialog.	이 설정은 대부분 환경음 및 액션의 음량을 결정합니다. 일부 적의 목소리는 NPC 대화가 아닌 SFX로 간주됩니다.
DT_AudioSettings/MusicVolume_DisplayDescription	This will determine the volume of music. This also controls short musical stings, but will not control things like music emenating from a TV, which is controlled by the SFX Volume slider.	이 설정은 노래의 음량을 조절하며, 이에 짧은 음악 효과음도 포함됩니다. TV에서 나오는 노래는 SFX로 간주됩니다.
DT_AudioSettings/AmbientVolume_DisplayDescription	This will determine the volume of non-specific ambient sounds and ambient sound loops. Sounds from specific sources are typically controlled by the SFX Volume slider.	이 설정은 일반적이거나 반복되는 환경음의 볼륨을 결정합니다. 특정 소스에서 나오는 소리는 일반적으로 SFX로 간주됩니다.
DT_AudioSettings/PlayerDialogVolume_DisplayDescription	This will determine the volume of your character and other players' characters when speaking.	이 설정은 당신의 캐릭터 및 다른 플레이어 캐릭터의 대화 음량을 결정합니다.
DT_AudioSettings/PagerVolume_DisplayDescription	This will determine the volume of yours and other player's pagers.	이 설정은 당신과 다른 플레이어들의 호출기 음량을 결정합니다.
DT_AudioSettings/MinimizedVolume_DisplayDescription	This will determine whether or not the game continues playing audio when minimized.	이 설정은 게임이 최소화 되었을 때도 소리를 계속하여 재생할지 결정합니다.
DT_AudioSettings/VOIPMicrophone_DisplayDescription	This will determine which microphone you're using when speaking to other players.	이 설정은 다른 플레이어들과 대화할 때 사용할 마이크를 선택합니다.
DT_AudioSettings/MicrophoneLoopback_DisplayDescription	This will enable you to hear your own microphone, which may help you adjust your volume and will also probably be super annoying.	이 설정을 활성화하면 자신의 마이크 소리를 들을 수 있습니다. 이는 자신의 음량을 조절하는 데 도움이 될 수 있지만, 매우 거슬릴 겁니다.
DT_AudioSettings/PushToTalkEnabled_DisplayName	Use Push To Talk	PTT(눌러서 말하기) 사용
DT_AudioSettings/VOIPMicrophone_DisplayName	VOIP Microphone	VOIP 마이크
DT_AudioSettings/VOIPVolume_DisplayName	VOIP Volume	VOIP 볼륨
DT_AudioSettings/MinimizedVolume_DisplayName	Volume While Minimized	최소화 시 음량
DT_BenchUpgrades/BenchTurret_DisplayDescription	A self-defense turret for your favorite bench.	사랑하는 제작대를 위한 자기방어 터렛.
DT_BenchUpgrades/ItemTransporter_DisplayDescription	Allows the bench to automatically access nearby containers when crafting recipes.	제작대가 제작법에 필요한 재료를 근처 보관함에서 자동으로 가져옵니다.
DT_BenchUpgrades/Dioxohealer_DisplayDescription	Allows the bench to passively heal nearby players. The more farmable plants nearby, the faster the healing, up to 6 plants.	제작대가 주변 플레이어들을 자동으로 치료합니다. 근처에 재배 가능한 식물이 많을수록 치료 속도가 빨라지며, 최대 6개의 식물까지 영향을 미칩니다.
DT_BenchUpgrades/BenchTurret_DisplayName	Bench Turret	터렛 제작대
DT_BenchUpgrades/BenchWarmer_DisplayName	Bench Warmer	히터 제작대
DT_BenchUpgrades/Dioxohealer_DisplayName	Dioxohealer	다이옥소치료기
DT_BenchUpgrades/MetabolicField_DisplayDescription	Hunger, Thirst, Continence, all decrease at a much slower rate in bench radius.	제작대 주변에서는 배고픔, 갈증, 배변 욕구가 훨씬 더 느린 속도로 감소합니다.
DT_BenchUpgrades/ItemTransporter_DisplayName	Item Transporter	아이템 전송기
DT_BenchUpgrades/MetabolicField_DisplayName	Metabolic Temporal Field	신진대사 억제장
DT_BenchUpgrades/MatterSynthesizer_DisplayDescription	Over time the bench will fill a small container with random useful scrap and sometimes other items.	시간이 지나면 제작대가 무작위 폐조각이나 다른 아이템으로 작은 보관함를 채웁니다.
DT_BenchUpgrades/PortalSuppression_DisplayName	Portal Suppression Field	포탈 억제장
DT_BenchUpgrades/TougherBench_DisplayName	Reinforced Bench	강화 제작대
DT_BenchUpgrades/MatterSynthesizer_DisplayName	Spontaneous Matter Synthesizer	자동 물질 합성기
DT_BenchUpgrades/BenchWarmer_DisplayDescription	The bench will emit a cozy heat in all directions.	제작대가 모든 방향으로 아늑한 온기를 방출합니다.
DT_BenchUpgrades/PortalSuppression_DisplayDescription	The bench will suppress all Portal Storms and no longer allow them to occur near it. Non-portal assaults may still occur.	제작대가 모든 포탈 폭풍을 억제하여 더이상 주변에 생기지 않도록 합니다. 포탈을 통한 공격이 아닌 것들은 여전히 발생할 수 있습니다.
DT_BenchUpgrades/TougherBench_DisplayDescription	The bench will take 30% less damage.	제작대가 받는 피해가 30% 감소합니다.
DT_BuffsDebuffs/Debuff_ZombieVirus_DisplayDescription	A Strange Virus.....	이상한 바이러스입니다...
DT_BuffsDebuffs/Debuff_Hot_Resisted_DisplayDescription	A bit toasty, but you're surviving.	뜨거운 날씨지만, 잘 지내고 있습니다.
DT_BuffsDebuffs/Buff_CrowleysCurse_DisplayDescription	A bizarre affliction from a bizarre realm.	괴이한 영역이 부여한 괴이한 족쇄
DT_BuffsDebuffs/Buff_MetabolicField_DisplayDescription	A nearby Bench is suppressing your hunger and thirst while boosting your stamina.	근처의 제작대가 배고픔과 목마름을 억제하고 기력을 향상시키고 있습니다.
DT_BuffsDebuffs/Debuff_StuffySuit_TooltipText_Apply	A stuffy suit will increase your thirst and slow you down.	답답한 복장은 갈증을 유발하고, 움직임을 둔하게 만듦.
DT_BuffsDebuffs/buff_ordertrinket_DisplayName	Accelerationist	가속주의자
DT_BuffsDebuffs/Buff_AftercareHeal_DisplayName	Aftercare	후속 치료
DT_BuffsDebuffs/Buff_AirtightSeal_DisplayName	Airtight Seal	완전 밀폐
DT_BuffsDebuffs/Buff_Rebreather_TooltipText_Apply	Allows breathing underwater for a much longer time and flippers that allow faster swimming.	수중에서 더 오래 호흡이 가능하며, 빠른 수영을 위한 물갈퀴가 달려있음.
DT_BuffsDebuffs/Buff_Biometric_t2_TooltipText_Apply	Allows the use of advanced military weaponry.	고급 군용 무기를 사용할 수 있음.
DT_BuffsDebuffs/Buff_Biometric_TooltipText_Apply	Allows the use of basic military weaponry.	기본 군용 무기를 사용할 수 있음.
DT_BuffsDebuffs/Buff_Goggles_TooltipText_Apply	Allows the wearer to see clearly underwater.	수중 시야를 맑게 해줌
DT_BuffsDebuffs/Buff_HazmatSuit_TooltipText_Apply	Almost completely blocks incoming radiation.	거의 모든 방사선을 차폐함.
DT_BuffsDebuffs/Buff_RadioPack_DisplayDescription	Battery is drained at a reduced rate.	배터리 소모율이 감소합니다.
DT_BuffsDebuffs/Buff_BigBrain_DisplayName	Big Brain	명석한 두뇌
DT_BuffsDebuffs/Buff_Biometric_DisplayName	Bio-Metric Armwraps	생체 인식 팔 부착물
DT_BuffsDebuffs/Buff_Biometric_t2_DisplayName	Bio-Mimic Armwraps	생체 모방 팔 부착물
DT_BuffsDebuffs/Buff_BionicLegs_DisplayName	Bionic Legs	생체공학 다리
DT_BuffsDebuffs/Debuff_Bleeding_DisplayName	Bleeding	출혈
DT_BuffsDebuffs/Buff_Bodacious_DisplayName	Bodacious	대담함
DT_BuffsDebuffs/Debuff_HeatStroke_Reduced_T2_DisplayName	Borderline Heatstroke	열사병 직전
DT_BuffsDebuffs/Debuff_Hypothermia_Reduced_T2_DisplayName	Borderline Hypothermia	저체온증 직전
DT_BuffsDebuffs/Debuff_BrokenLegs_DisplayDescription	Both of your legs are broken. You can no longer sprint.	다리가 모두 부러졌습니다. 달릴 수 없습니다.
DT_BuffsDebuffs/Buff_BrainDrain_DisplayName	Brain Drain	두뇌 유출
DT_BuffsDebuffs/Buff_BrainFreeze_DisplayName	Brain Freeze	차가운 머리
DT_BuffsDebuffs/Buff_BreacherHelmet_DisplayName	Breacher Helmet	돌격 헬멧
DT_BuffsDebuffs/Debuff_Chilly_Resisted_DisplayName	Brisk (Chilly Resisted)	선선함 (쌀쌀함 저항 상태)
DT_BuffsDebuffs/Debuff_ArmBroken_DisplayName	Broken Arm	부러진 팔
DT_BuffsDebuffs/Debuff_LegBroken_DisplayName	Broken Leg	부러진 다리
DT_BuffsDebuffs/Debuff_BrokenLegs_DisplayName	Broken Legs	부러진 두 다리
DT_BuffsDebuffs/Buff_ForgeSet_DisplayDescription	Bullets will frequently bounce off of your armor.	방어구가 자주 총알을 튕겨냅니다.
DT_BuffsDebuffs/Buff_ForgeSet_Half_DisplayDescription	Bullets will sometimes bounce off of your armor.	방어구가 가끔 총알을 튕겨냅니다.
DT_BuffsDebuffs/Debuff_Frost_TooltipText_Apply	CAUTION: May experience brain freeze.	주의: 차가움에 머리가 띵할 수 있습니다.
DT_BuffsDebuffs/Buff_Caffeinated_DisplayName	Caffeinated	카페인 도핑
DT_BuffsDebuffs/Debuff_CannibalCurse_DisplayName	Cannibals' Curse	식인의 저주
DT_BuffsDebuffs/Buff_CarbuncleCrest_DisplayDescription	Carbuncles respect you... Or at least ignore you.	카벙클은 당신을 존중합니다... 아니면 적어도 무시합니다.
DT_BuffsDebuffs/Buff_CarbuncleCrown_DisplayDescription	Carbuncles respect you... Or at least ignore you.	카벙클은 당신을 존중합니다... 아니면 적어도 무시합니다.
DT_BuffsDebuffs/Buff_FasterCorpseGib_DisplayName	Chef Hat	요리사 모자
DT_BuffsDebuffs/Debuff_Chilly_DisplayName	Chilly	쌀쌀함
DT_BuffsDebuffs/Debuff_Cold_DisplayName	Cold	추움
DT_BuffsDebuffs/Debuff_ColdPresence_DisplayName	Cold Presence	오싹한 존재
DT_BuffsDebuffs/Debuff_Warm_Resisted_DisplayName	Comfy (Warm Resisted)	온난함 (더움 저항 상태)
DT_BuffsDebuffs/Buff_NightHelm_TooltipText_Apply	Communion with the ink of Night.	밤의 잉크와 교감함.
DT_BuffsDebuffs/Debuff_Concussion_DisplayName	Concussion	뇌진탕
DT_BuffsDebuffs/Debuff_Cold_Resisted_DisplayName	Cool (Cold Resisted)	시원함 (추움 저항 상태)
DT_BuffsDebuffs/Buff_Copacetic_DisplayName	Copacetic	든든함
DT_BuffsDebuffs/Buff_CrowleysCurse_DisplayName	Crowley's Curse	크로울리의 저주
DT_BuffsDebuffs/Buff_CrystalSet_DisplayName	Crystalline Cloak	수정 망토
DT_BuffsDebuffs/Buff_CrystalSet_Half_DisplayName	Crystalline Reflection	수정 반사
DT_BuffsDebuffs/Debuff_Spores_TooltipText_Remove	Cures lung infections.	호흡기 감염을 치료함.
DT_BuffsDebuffs/Debuff_Sick_TooltipText_Remove	Cures mild sickness.	가벼운 질병을 치유함.
DT_BuffsDebuffs/Debuff_Poisoned_TooltipText_Remove	Cures the effects of any poison.	모든 독의 효과를 중화시킴.
DT_BuffsDebuffs/Debuff_ZombieBite_TooltipText_Remove	Cures the zombie virus.	좀비 바이러스를 치료함.
DT_BuffsDebuffs/Debuff_ZombieVirus_TooltipText_Remove	Cures the zombie virus.	좀비 바이러스를 치료함.
DT_BuffsDebuffs/Debuff_Poisoned_DisplayName	Death	죽음
DT_BuffsDebuffs/Buff_HoldLine_Half_DisplayName	Defender	수호자
DT_BuffsDebuffs/Buff_ForgeSet_Half_DisplayName	Defiance	반항
DT_BuffsDebuffs/Buff_FleshyTemptation_T2_DisplayName	Desire of the Flesh	육체의 갈망
DT_BuffsDebuffs/Buff_Devoted_DisplayName	Devoted	헌신
DT_BuffsDebuffs/Buff_Dioxohealer_DisplayName	Dioxohealer	다이옥소치료기
DT_BuffsDebuffs/Debuff_ReaperTeleport_DisplayName	Disorientated	혼란스러움
DT_BuffsDebuffs/Debuff_Drowning_DisplayName	Drowning	익사 직전
DT_BuffsDebuffs/Debuff_DryMouth_DisplayName	Dry Mouth	건조한 입
DT_BuffsDebuffs/Buff_MakeshiftSet_DisplayName	Employee of the Month	이 달의 우수 직원
DT_BuffsDebuffs/Buff_MakeshiftSet_Half_DisplayName	Employee of the Week	이 주의 우수 직원
DT_BuffsDebuffs/Debuff_HeavyLoad2_DisplayName	Encumbered	과적
DT_BuffsDebuffs/Buff_Carapace_DisplayDescription	Enemies take high damage when hitting you with melee attacks.	근접 공격을 당하면 적에게 큰 피해를 입힙니다.
DT_BuffsDebuffs/Buff_Carapace_Half_DisplayDescription	Enemies take some damage when hitting you with melee attacks.	근접 공격을 당하면 적에게 보통의 피해를 입힙니다.
DT_BuffsDebuffs/Debuff_Exhausted_DisplayName	Exhausted	탈진
DT_BuffsDebuffs/Buff_Kylie_TooltipText_Apply	Weakest skill receives increased experience gain.	가장 낮은 스킬의 경험치 획득량이 증가함.
DT_BuffsDebuffs/Debuff_3rdTimesCharm_DisplayName	Extra Down	추가 목숨
DT_BuffsDebuffs/Debuff_Poisoned_TooltipText_Apply	Extremely poisonous.	매우 유독함.
DT_BuffsDebuffs/Buff_Faceshield_DisplayName	Faceshield	안면 보호막
DT_BuffsDebuffs/Buff_QuickReflexes_TooltipText_Apply	Faster XP for Accuracy and Reloading.	정확도 및 재장전 경험치 증가
DT_BuffsDebuffs/Buff_BigBrain_TooltipText_Apply	Faster XP for Crafting and Construction.	제작 및 건설 경험치를 획득량 증가.
DT_BuffsDebuffs/Buff_BionicLegs_TooltipText_Apply	Wearer runs faster and can't break their legs from falls.	착용자는 더 빨리 달리고, 추락으로 다리가 부러지지 않는다.
DT_BuffsDebuffs/Debuff_Bloodsoaked_DisplayName	Filthy	불결함
DT_BuffsDebuffs/Buff_FireProximitySuit_DisplayName	Fire Proximity Suit	방화복
DT_BuffsDebuffs/Buff_FireSale_DisplayName	Fire Sale	바겐세일
DT_BuffsDebuffs/Buff_FireSale_NoExp_DisplayName	Fire Sale	바겐세일
DT_BuffsDebuffs/Buff_FishOutOfWater_DisplayName	Fish Out of Water	물 만난 고기
DT_BuffsDebuffs/Buff_Seat_Tacklebox_DisplayDescription	Fish are easier to catch, tiring quicker than you do.	물고기가 당신보다 쉽게 지쳐 낚기 쉬워집니다.
DT_BuffsDebuffs/Buff_FishermanSnack_DisplayName	Fisherman's Snack	낚시꾼의 간식
DT_BuffsDebuffs/Buff_FogBrain_DisplayName	Fog Brain	안개 낀 머리
DT_BuffsDebuffs/Buff_FogCaller_DisplayName	Fog Caller	안개여 오라
DT_BuffsDebuffs/buff_foglantern_DisplayName	Fog Lantern	안개 랜턴
