DT_BuffsDebuffs/Buff_FishermanSnack_DisplayDescription	Your Fishing XP is increased for awhile.	한동안 낚시로 얻는 경험치가 증가합니다.
DT_BuffsDebuffs/Debuff_ArmBroken_DisplayDescription	Your arm is broken.	팔이 부러졌습니다.
DT_BuffsDebuffs/Buff_WellFed_DisplayDescription	Your belly is full of food.	배에 음식이 가득합니다.
DT_BuffsDebuffs/Buff_Hygroscopic_DisplayDescription	Your body is absorbing moisture from the air, slowing your thirst for a while.	당신의 몸이 공기 중의 수분을 흡수하여, 당분간 갈증이 덜합니다.
DT_BuffsDebuffs/Buff_GravityCube_DisplayDescription	Your gravity has... shifted.	중력이... 바뀌었습니다.
DT_BuffsDebuffs/Buff_RiseAbove_DisplayDescription	Your jump height has increased for a while.	당분간 점프 높이가 높아집니다.
DT_BuffsDebuffs/Buff_SplintedLeg_DisplayDescription	Your limb is supported and healing, but it will take some time.	부목을 덧대어 회복 중이지만, 시간이 걸릴 것입니다.
DT_BuffsDebuffs/Debuff_DryMouth_DisplayDescription	Your mouth is quite dry.	목이 다소 마릅니다.
DT_BuffsDebuffs/Buff_FogBrain_DisplayDescription	Your stamina drains at a slower rate, for a time.	기력 소모가 일시적으로 감소합니다.
DT_BuffsDebuffs/buff_foglantern_DisplayDescription	Your stamina drains much slower while in or surrounded by fog.	안개 속에 있으면, 기력 소모량이 현저히 줄어듭니다.
DT_BuffsDebuffs/Buff_FishOutOfWater_DisplayDescription	Your swimming feels more competent.	수영에 자신감이 생겼습니다.
DT_ControlSettings/GamepadXSensitivity_DisplayName	Controller Right Stick X Sensitivity (Default: 10)	컨트롤러 오른쪽 스틱 X 감도 (기본값: 10)
DT_ControlSettings/GamepadYSensitivity_DisplayName	Controller Right Stick Y Sensitivity (Default: 10)	컨트롤러 오른쪽 스틱 Y 감도 (기본값: 10)
DT_ControlSettings/InvertYAxis_DisplayName	Invert Y-Axis	Y축 반전
DT_ControlSettings/MouseXSensitivity_DisplayName	Mouse X Sensitivity (Default: 10)	마우스 X 감도 (기본값: 10)
DT_ControlSettings/MouseYSensitivity_DisplayName	Mouse Y Sensitivity (Default: 10)	마우스 Y 감도 (기본값: 10)
DT_ControlSettings/GamepadXSensitivity_DisplayDescription	This will determine the left-right looking and aiming speed of your right stick when using a controller.	이 설정은 컨트롤러를 사용할 때 오른쪽 스틱의 좌우 시야 및 조준 속도를 결정합니다.
DT_ControlSettings/MouseXSensitivity_DisplayDescription	This will determine the left-right looking and aiming speed of your camera when using keyboard and mouse.	이 설정은 키보드와 마우스를 사용할 때 카메라의 좌우 시야 및 조준 속도를 결정합니다.
DT_ControlSettings/GamepadYSensitivity_DisplayDescription	This will determine the up-down looking and aiming speed of your right stick when using a controller.	이 설정은 컨트롤러를 사용할 때 오른쪽 스틱의 상하 시야 및 조준 속도를 결정합니다.
DT_ControlSettings/MouseYSensitivity_DisplayDescription	This will determine the up-down looking and aiming speed of your camera when using keyboard and mouse.	이 설정은 키보드와 마우스를 사용할 때 카메라의 상하 시야 및 조준 속도를 결정합니다.
DT_ControlSettings/InvertYAxis_DisplayDescription	This will reverse the up-down movement of your controls. Some people prefer this because brains work in mysterious ways.	이 설정은 상하 조작 방향을 반전시킵니다. 어떤 사람들은 이게 더 낫대요. 뇌는 참 신기하죠?
DT_Emails/Email_Rats_EmailSections_Index0_EmailText	"
ATTN: ALL STAFF
As you know, we have had a bit of a rat problem throughout Cascade and my team is working diligently to solve the problem. This was all going quite fine until we saw, quite literally, A RAT APPEARED OUT OF THIN AIR. Purple light and thunderbolts. I thought we had a gas leak for a moment but we checked the security tapes.

Look, we are perfectly capable of dealing with any rodent infestation on THIS planet, but if someone is teleporting rats in from Universe 432718 or god-knows-where, that is another matter entirely.

If anyone has further information on where these rats are coming from, PLEASE LET US KNOW. Thanks, and best of luck with your science.

- Stanley Rein, Janitorial Supervisor

P.S. We caught one of the little fellas, if anyone needs it back."	"
수신인: 전 직원
아시다시피, 캐스케이드 전체에 쥐와 관련된 문제가 있고 현재 제 팀들이 문제 해결을 위해 부지런히 노력하고 있습니다. 작업은 순조롭게 진행되었으나 문자 그대로 ""허공에서 나타나는 쥐""를 발견하고 나서는 작업이 어려워졌습니다. 보라색 섬광과 벼락이 치더군요. 처음에는 가스 누출로 착각했으나 감시카메라를 돌려보고 알았습니다.

저희는 ""우리"" 행성의 설치류는 충분히 처리할 수 있지만, 누가 우주-432718 같은 당최 알 길이 없는 곳에서 쥐를 순간이동 시켜 온다면, 그건 완전히 다른 문제입니다.

이 쥐들의 출처에 대한 정보가 있으신 분들은, 꼭 제발 알려주십시오. 감사합니다. 순조로운 연구 활동 되시길 바라며.

- 시설 관리 부서 감독관, 스텐리 레인

추신. 이 작은 친구 하나를 잡았습니다. 돌려받고 싶으신 분이 있다면 연락해 주세요."
DT_Emails/email_timebrake_SubjectLineText	0014 issue	0014 문제
DT_Emails/Email_ArmoredExor_SubjectLineText	184-C	184-C
DT_Emails/Email_Dams_History_SubjectLineText	1985	1985
DT_Emails/email_MF_Coworker_EmailSections_Index3_EmailText	A shapeshifter?	변신체라고?
DT_Emails/Email_Dust_EmailSections_Index4_EmailText	AHHHHHHHHHHHHHHH	으아아아아아아아아아아!
DT_Emails/Demo_email_Background_01_EmailSections_Index3_EmailText	ALL of our necks are on the line, in the grandest sense. Lenora knows very well that I appreciate her work.	크게 보면 목이 걸려 있는 건 우리 모두에요. 제가 레노라에게 얼마나 감사하고 있는지는 그녀 본인이 잘 알겁니다.
DT_Emails/Email_MF_BunsenBurners_SubjectLineText	ATTENTION: All Laboratory Staff	연구소 직원 전체 필독
DT_Emails/Email_MF_BunsenBurners_EmailSections_Index0_EmailText	ATTENTION: Due to an unacceptable number of bunsen burners disappearing, anyone who needs such an item must apply directly to Dr. Manse. Anyone who has any information about this, please contact me directly. We are currently conducting an investigation. Please do not try making your own. We have enough things that explode around here.	필독: 참을 수 없는 수준의 분젠 버너 분실 사건으로 인해, 이제 분젠 버너가 필요한 사람은 맨스 박사에게 직접 요청해야 합니다. 이 일에 대해 정보를 가지고 있는 사람은 저에게 연락해주세요. 현재 조사가 진행 중입니다. 부디, 버너를 새로 만들려는 생각은 그만 두세요. 주변에 가연성 물건들이 많습니다.
DT_Emails/email_timebomb_EmailSections_Index3_EmailText	Abe, let's solve for "now," and trust that we'll have the rest of the solution some time in the next 50,000 years, shall we?	에이브, "지금" 일을 해결해 놓고, 50,000년 안에 해결책을 찾을 수 있기를 바라는 게 어때요?
DT_Emails/email_Dam_Glowworms_EmailSections_Index1_EmailText	About the glowworms? No, Daria, they're worms. They glow. That's what I notice.	반딧불이? 아니, 다리아. 그냥 벌레잖아. 빛나는 벌레. 그거말곤 몰라.
DT_Emails/Email_FH_Conspiracy_EmailSections_Index6_EmailText	Acknowledged. Cleaning under way.	확인. 청소 진행하겠습니다.
DT_Emails/email_fragment_EmailSections_Index6_EmailText	Actually, yeah, it's out there, but as a hypothesis, it fits all the observable results. I just wish I knew more.	맞아. 어딘가에 있겠지. 아직은 가설이지만, 모든 관측 결과와 일치해. 정보가 더 있다면 좋을 텐데.
DT_Emails/email_Murkweed_EmailSections_Index3_EmailText	After you, Idris.	너 먼저 먹어 봐, 이드리스.
DT_Emails/Email_ExorHeart_EmailSections_Index1_EmailText	After your email, I fed some to a rat. It vanished. Do you know what happened to it? It literally just disappeared.	네 이메일 받고 쥐에게 조금 줘봤더니, 사라졌어. 무슨 일이 일어난 거냐고? 말 그대로 사라졌다고.
DT_Emails/Email_Labs_AnomalousProject_EmailSections_Index4_EmailText	Agreed. If this is another prank by the Accounting Department, I will raise hell.	그러시죠. 이게 만약 회계 부서 장난이라면, 다 부숴버릴 겁니다.
DT_Emails/email_dr_jaggers_funding_EmailSections_Index0_EmailText	Ajay, I have an enquiry about Dr. Jagger's project. He seems to have access to some rather exotic equipment, even by GATE standards. Who's funding his research? No one talked to me about it. For that matter, does he actually work for us? He doesn't appear in any employee files.	에이제이, 예거 박사의 프로젝트에 대해 문의할 게 있어요. GATE 기준으로도 꽤나 특이한 장비를 사용하는 것 같은데, 누가 그의 연구를 지원하고 있는 거죠? 전혀 들어본 적 없는 이야기에요. 그래서 말인데, 예거 박사가 우리 직원이 맞긴 한가요? 직원 파일에도 박사의 이름이 없네요.
DT_Emails/email_perforation_EmailSections_Index0_EmailText	Ajay, you asked for my assessment of 0177. I'm afraid I didn't come up with much to bank on, but I'm happy to provide you with my theories.	에이제이, 0177에 대한 나의 의견을 물었지? 안타깝게도 확실한 규명은 하지 못 했지만, 내 가설을 말해줄 수 있어서 기뻐.
DT_Emails/email_artefact_EmailSections_Index3_EmailText	Aliens? Monkeys? The mole-people? Who knows, not our concern. Tell Derek, let him deal with it. This is a great example of why we have Ordo storage. You could always donate it to a museum, but that might cause a bit of a stir.	외계인? 원숭이? 지저인? 누가 알겠어. 우리랑은 상관없는 이야기야. 데릭한테 보고하고 잊어버려. 우리가 오르도 저장고가 있는 이유가 뭐겠어? 물론 언제든지 박물관에 기증할 수도 있겠지만, 그러면 세상이 조금 떠득썩해질걸.
DT_Emails/Email_ShadowImmurement_EmailSections_Index3_EmailText	Alright, keep me posted. And Derek, I would encourage discretion and CAUTION. The GK won't appreciate your presence. You know how weird they get around entities like that.	좋아요, 계속 진행 상황 알려주세요. 그리고 데릭, 신중하고 조심스럽게 행동하길 바랍니다. 게이트키퍼들은 박사님이 거기 있는 걸 달가워하지 않을 겁니다. 걔들이 그런 이상현상에 대해서 얼마나 예민한지 아시잖아요.
DT_Emails/email_perforation_EmailSections_Index2_EmailText	Alright, so we've analysed the EM recordings Rigg's team managed to gather. This thing was - definitively - transmitting information. It's pretty scrambled, but there's zero possibility these patterns are accidental. We're certain that this is a repeated phenomenon, and - I'm speculating here - there are many, many other reports across recorded history that are likely to be descriptions of this phenomenon.	좋아, 그래서 우리는 리그 팀에서 수집한 전자기 기록을 분석해봤어. 확신하는데, 이건 정보를 전송하고 있어. 꽤 뒤엉켜있긴 하지만, 이러한 패턴이 우연히 일어날 확률은 거의 0에 가까워. 이 현상이 반복되고 있다는 건 꽤나 확실하고, 이건 추측이긴 한데, 역사적으로 이러한 현상을 묘사한 것으로 보이는 기록이 상당히 많이 있을 거 같다고 봐.
DT_Emails/email_Boston_SubjectLineText	Am I crazy?	내가 미친 걸까?
DT_Emails/Email_Splints_EmailSections_Index1_EmailText	"Am I supposed to be impressed? That woman pushes too hard and her division doesn't know when to stop. This kinda of thing needs to be reported.

And for the record, I doubt she's picking up mystical healing from alien plants."	"별로 놀랍지도 않네. 그 여자는 일 중독에다가, 부서 전체가 멈출 줄 모르고 돌아간다고. 이런 건 보고해야 돼.

그리고 분명히 말하는데, 외계 식물로 신비로운 회복력을 얻었다거나 그랬을 것 같지는 않아."
DT_Emails/email_fragment_EmailSections_Index5_EmailText	Am I to take it, Varsha, you think you've found a piece of a spaceship?	그렇다면, 바샤, 우주선의 일부를 찾은 거라고 생각하는 거야?
DT_Emails/Email_Labs_AnomalousProject_EmailSections_Index5_EmailText	And my fellow, I will be right behind you into the breach.	망치는 제가 챙기죠.
DT_Emails/email_perforation_EmailSections_Index3_EmailText	And the theory you mentioned - where do you stand on that now?	그래서 네가 말한 가설은? 저게 뭘 거 같은데?
DT_Emails/Email_RepairAnvils_SubjectLineText	Anvils?!	모루 어딨어?!
DT_Emails/email_VoussoirSkeleton_SubjectLineText	Any luck?	진척이 있어?
DT_Emails/Email_AnteverseExploration_EmailSections_Index0_EmailText	Any news? You've had those A2 samples for two weeks. What's the hold up?	안테버스 2 샘플 2주 동안 가지고 있었지 않아? 무슨 진전 없어?
DT_Emails/email_lostdog_EmailSections_Index2_EmailText	Apologies if this sounds dismissive, Hilda, but I've got better things to do than look at a painting of a weird dog.	무시하는 건 아닌데 힐다, 이상한 개가 그려진 그림을 쳐다보고 있을 시간은 없어.
DT_Emails/Email_Antethermite_EmailSections_Index1_EmailText	Are you kidding me? It was magnificent. We were looking for something to clean off that weird growth they've been struggling with in Labs. We mixed that A2 gel with some nitrate and iron and it burns through ANYTHING. It's 97% efficient oxidation!	농담해? 그건 정말 최고야. 전부터 연구소에 이상한 게 자라나서 이 골칫덩이를 제거할 만한 걸 찾고 있었는데, 우리가 안테버스 2에서 가져온 그 젤에다가 질산염이랑 철을 섞었더니 뭐든지 타들어 가더라고! 산화 효율이 97%나 돼!
DT_Emails/Email_EnemyComposer_EmailSections_Index0_EmailText	Are you sure IS-0064 is contained in Flathill? What's to stop it leaving? I'm still waiting on your report. - T	IS-0064가 플랫힐에 갇혀있는게 확실한가? 무엇 때문에? 나는 아직 보고를 기다리고 있네. - T
DT_Emails/Email_Shadowgate_EmailSections_Index0_EmailText	As Research Director at Cascade, I have the right to inspect subjects at any GATE facility. However, I am being stalled and impeded in conducting my investigations into subjects held at our Intrados Facility. I have recieved no IS designations, or even confirmation of the exact number of subjects in their possession. The so-called contractors seem to think they operate outside the protocols of this organization, but I require access immediately.	캐스케이드의 연구소장으로서, 나는 어느 GATE 시설의 연구 대상이든 조사할 권리가 있어. 그런데도 내가 인트라도스 시설에 격리된 대상을 조사하려고 하면, 지연되거나 방해를 받더군. IS 지정 등급은커녕 보유한 개체가 얼마나 되는지조차 확인해 주지 않아. 이른바 외주업자란 놈들이 이 조직의 규칙 밖에서 일한다고 생각하는 것 같은데, 나는 당장 접근 권한을 받아야겠어.
DT_Emails/email_Murkweed_02_EmailSections_Index4_EmailText	As far as I'm concerned, you're both dimweeds.	어두운 건 우리 시설의 미래가 아닐까 싶다.
DT_Emails/Email_Alps_Bleak_EmailSections_Index4_EmailText	At least I'd be warm.	최소한 따뜻하긴 하겠네.
DT_Emails/Email_PeccarySausageRecipeUnlock_SubjectLineText	BBQ	BBQ
DT_Emails/Email_EnemySecurityBots_SubjectLineText	Bad Bots	끔찍한 로봇
DT_Emails/Email_Alps_Fur_EmailSections_Index3_EmailText	Bad news?	나쁜 소식은?
DT_Emails/Email_Garrick_Intel_EmailSections_Index0_EmailText	Before we increase the range of our perforation experiments, I have to ask you one thing: where is Garrick getting her technical information? No-one I'm aware of is researching this. So how is she getting these co-ordinates?	천공 실험의 범위를 넓히기 전에, 하나 물어볼 게 있습니다. 개릭 그 여자는 어디서 기술 정보를 얻는 겁니까? 제가 아는 한 연구하는 사람은 아무도 없는데. 도대체 좌표를 어떻게 얻는거죠?
DT_Emails/Email_EnemyExor_EmailSections_Index3_EmailText	Begrudgingly, no doubt.	마지못해 했겠지.
DT_Emails/Email_Order_Snowbeast_SubjectLineText	Bestia	야수
DT_Emails/Email_KeypadHackerUnlockRecipe_SubjectLineText	Blue Keypads	블루 키패드
DT_Emails/email_VoussoirSkeleton_EmailSections_Index1_EmailText	"Bonjour Daria.

Apologies, we have not. The presence of IS-0134 has made any research into the skeletal remains extremely challenging. It appears to guard, even protect the remains. As to why it might do this, we are uncertain. I will alert you as soon as the situation changes."	"봉쥬르, 다리아.

미안. 못했어. 골격 잔해를 연구하는 데 IS-0134가 심하게 방해가 돼. 잔해를 지키거나 보호하려는 것 같아. 왜 이런 행동을 보이는지는 우리도 모르겠어. 다른 소식이 있으면 알려줄게."
